Number,Word (Portuguese),Word (English),Imag_M,Imag_SD,Conc_M,Conc_SD,Subfreq_M,Subfreq_SD,P-PAL_Nlett,P-PAL_Nsyll,P-PAL_Syllabicstruct,P-PAL_PoS,P-PAL_FREQmil,P-PAL_FREQlog10,P-PAL_FREQZipf,P-PAL_ON,P-PAL_OLD20
1792,fusão,fusion,3.80,2.14,3.34,1.68,3.32,1.27,5,2,CV.CVV,N,28.281,1.467,4.452,3,1.700
1793,futebol,football,6.17,1.17,5.58,1.51,5.38,1.41,7,3,CV.CV.CVC,N,228.913,2.362,5.360,0,3.000
1794,futebolista,football player,6.56,0.82,6.31,0.93,4.83,1.42,11,5,CV.CV.CV.CVC.CV,"ADJ,N",16.107,1.233,4.207,0,3.450
1795,futuro,future,3.67,2.09,3.27,2.04,5.74,1.23,6,3,CV.CV.CV,"ADJ,N,V",268.606,2.431,5.429,2,1.800
1796,fuzil,gun,3.33,2.24,4.43,2.12,1.69,0.91,5,2,CV.CVC,N,0.117,0.048,2.069,2,1.800
1797,gado,cattle,6.02,1.42,6.12,1.09,3.17,1.02,4,2,CV.CV,N,18.398,1.288,4.265,15,1.150
1798,gafanhoto,grasshopper,5.51,1.92,6.55,1.06,2.93,1.02,9,4,CV.CV.CCV.CV,N,0.215,0.085,2.332,0,3.250
1799,gaio,jay,4.05,2.27,4.90,2.12,2.35,1.36,4,2,CVV.V,"ADJ,N",0.166,0.067,2.220,19,1.000
1800,gaiola,cage,6.05,1.47,6.40,0.92,3.72,1.58,6,3,CVV.V.CV,N,1.925,0.466,3.284,0,1.950
1801,gaivota,seagull,6.03,1.59,6.54,0.91,3.57,1.27,7,3,CVV.CV.CV,N,0.879,0.274,2.944,0,2.250
1802,gala,gala,4.78,1.89,4.39,1.84,3.23,1.20,4,2,CV.CV,"N,V",7.538,0.931,3.877,26,1.000
1803,galé,galley,2.97,2.02,3.83,1.95,1.48,0.70,4,2,CV.CV,N,0.244,0.095,2.388,7,1.600
1804,galeria,gallery,4.82,1.59,5.24,1.71,3.65,1.37,7,4,CV.CV.CV.V,N,27.221,1.451,4.435,1,1.750
1805,galinha,chicken,6.45,0.92,6.61,0.78,4.51,1.24,7,3,CV.CV.CCV,N,5.643,0.822,3.752,7,1.550
1806,galinhola,woodcock,4.45,2.03,4.73,1.89,1.87,1.11,9,4,CV.CV.CCV.CV,N,0.078,0.033,1.893,0,2.750
1807,galo,cock,5.97,1.66,6.37,1.26,3.71,1.34,4,2,CV.CV,"ADJ,N,V",3.576,0.661,3.553,22,1.000
1808,gama,gamma,2.46,1.33,3.41,1.68,3.57,1.57,4,2,CV.CV,"N,V",1.002,0.301,3.001,18,1.000
1809,gancho,hook,5.48,1.82,5.91,1.65,3.71,1.67,6,2,CVC.CCV,N,0.997,0.300,2.999,5,1.550
1810,ganga,denim,6.07,1.42,6.00,1.28,5.43,1.23,5,2,CVC.CV,N,2.765,0.576,3.442,13,1.150
1811,gangrena,gangrene,3.59,2.37,4.29,2.22,1.57,0.77,8,3,CVC.CCV.CV,"N,V",0.762,0.246,2.882,1,2.250
1812,ganho,gain,3.78,1.86,3.75,1.81,5.10,1.31,5,2,CV.CCV,"N,V",31.789,1.516,4.502,10,1.200
1813,ganso,goose,6.08,1.33,6.58,0.85,2.89,1.19,5,2,CVC.CV,N,0.572,0.196,2.757,4,1.700
1814,garantia,guarantee,3.20,1.99,3.32,2.03,4.07,1.41,8,4,CV.CVC.CV.V,"N,V",51.023,1.716,4.708,3,1.550
1815,garfo,fork,4.89,2.31,6.78,0.46,6.31,0.94,5,2,CVC.CV,"N,V",1.348,0.371,3.130,3,1.750
1816,garganta,gullet,5.30,1.84,6.14,0.99,4.72,1.26,8,3,CVC.CVC.CV,N,6.498,0.875,3.813,0,2.250
1817,garnisé,bantam chicken,4.22,2.29,5.21,2.23,1.88,1.03,7,3,CVC.CV.CV,N,0.034,0.015,1.534,0,2.900
1818,garoupa,white grouper,3.94,2.05,5.09,1.91,1.94,0.81,7,3,CV.CVV.CV,N,0.503,0.177,2.702,0,2.450
1819,garrafa,bottle,6.03,1.43,6.65,0.83,6.22,0.85,7,3,CVC.CV.CV,N,10.430,1.058,4.018,4,1.700
1820,gasolina,petrol,4.98,2.12,6.39,0.79,5.30,1.43,8,4,CV.CV.CV.CV,N,21.422,1.351,4.331,0,2.750
1821,gasto,worn,3.28,1.68,3.32,1.72,5.61,1.25,5,2,CVC.CV,"ADJ,N,V",11.446,1.095,4.059,11,1.250
1822,gástrico,gastric,3.41,2.04,3.97,2.03,2.68,0.94,8,3,CVC.CCV.CV,ADJ,0.298,0.113,2.474,1,2.700
1823,gato,cat,6.42,1.06,6.79,0.55,5.60,1.36,4,2,CV.CV,N,11.012,1.080,4.042,21,1.000
1824,gatuno,prowler,4.41,1.99,4.73,1.55,4.11,1.73,6,3,CV.CV.CV,"N,V",0.445,0.160,2.648,1,1.900
1825,gaveta,drawer,5.37,1.96,6.48,0.87,5.34,1.46,6,3,CV.CV.CV,N,7.533,0.931,3.877,4,1.750
1826,gavião,sparrow-hawk,4.38,2.13,4.82,2.31,1.88,0.94,6,3,CV.CV.VV,N,0.850,0.267,2.930,0,1.950
1827,gazela,gazelle,6.09,1.17,6.32,1.19,2.43,0.92,6,3,CV.CV.CV,N,0.327,0.123,2.515,4,1.750
1828,gel,gel,5.37,1.56,5.81,1.33,3.95,1.51,3,1,CVC,N,1.324,0.366,3.122,3,1.650
1829,gelado,ice cream,6.27,1.06,6.40,0.81,4.79,1.42,6,3,CV.CV.CV,"ADJ,N,V",3.620,0.665,3.559,8,1.350
1830,gelatina,jelly,6.16,1.42,6.46,0.79,4.11,1.53,8,4,CV.CV.CV.CV,N,0.889,0.276,2.949,0,2.350
1831,geleia,marmalade,5.29,1.82,5.79,1.50,3.51,1.65,6,3,CV.CVV.V,N,0.562,0.194,2.750,4,1.650
1832,geleira,icebox,5.07,2.02,6.08,1.12,2.77,1.45,7,3,CV.CVV.CV,N,0.078,0.033,1.893,1,1.850
1833,gelo,ice,5.93,1.45,5.89,1.23,4.52,1.26,4,2,CV.CV,"N,V",13.327,1.156,4.125,16,1.000
1834,gémeo,twin,5.29,1.78,5.79,1.20,3.81,1.47,5,2,CV.CVV,"ADJ,N",1.554,0.407,3.191,1,1.900
1835,gene,gene,4.20,2.03,4.37,2.11,3.18,1.54,4,2,CV.CV,N,10.929,1.077,4.039,7,1.500
1836,género,gender,3.48,1.62,3.07,1.71,5.21,1.22,6,3,CV.CV.CV,N,64.306,1.815,4.808,0,2.500
1837,generoso,lavish,3.90,1.81,3.68,1.83,4.64,1.52,8,4,CV.CV.CV.CV,ADJ,6.092,0.851,3.785,1,2.400
1838,genial,ingenious,3.45,1.83,3.14,1.77,4.30,1.45,6,3,CV.CV.VC,ADJ,7.284,0.918,3.862,1,1.900
1839,génio,genius,4.71,1.89,3.93,1.92,4.29,1.38,5,2,CV.CVV,N,15.829,1.226,4.199,0,1.950
1840,gente,people,5.27,1.61,4.90,1.86,6.19,1.15,5,2,CVC.CV,N,217.760,2.340,5.338,8,1.400
1841,gentil,gentle,3.83,1.84,3.31,1.88,4.40,1.61,6,2,CVC.CVC,ADJ,3.219,0.625,3.508,3,1.850
1842,genuíno,genuine,3.26,1.79,2.92,1.73,3.77,1.43,7,4,CV.CV.V.CV,ADJ,3.781,0.680,3.578,1,2.700
1843,geração,generation,3.64,1.82,3.43,1.71,4.36,1.40,7,3,CV.CV.CVV,N,54.921,1.748,4.740,2,1.900
1844,geral,general,2.60,1.81,2.32,1.25,6.05,1.00,5,2,CV.CVC,"ADJ,N",273.179,2.438,5.436,6,1.650
1845,germes,germs,4.54,1.81,4.64,1.89,3.09,1.15,6,2,CVC.CVC,N,0.762,0.246,2.882,1,1.800
1846,gestão,management,3.19,1.75,4.12,1.74,5.11,1.34,6,2,CVC.CVV,N,168.002,2.228,5.225,1,1.850
1847,gesto,gesture,4.80,1.68,4.31,1.88,4.65,1.45,5,2,CVC.CV,N,36.953,1.579,4.568,10,1.350
1848,gestor,manager,4.21,1.85,5.32,1.36,4.53,1.62,6,2,CVC.CVC,N,16.063,1.232,4.206,1,1.850
1849,gigante,giant,5.66,1.38,4.42,1.78,4.71,1.71,7,3,CV.CVC.CV,"ADJ,N",18.066,1.280,4.257,1,1.850
1850,ginasta,gymnast,5.17,1.91,5.89,1.21,3.24,1.22,7,3,CV.CVC.CV,N,0.865,0.271,2.937,0,2.250
1851,ginja,morello cherry,4.88,2.15,6.02,1.49,2.74,1.18,5,2,CVC.CV,N,0.103,0.042,2.011,4,1.750
1852,girafa,giraffe,5.62,2.08,6.62,0.78,3.07,1.25,6,3,CV.CV.CV,N,0.425,0.154,2.628,3,1.750
1853,girassol,sunflower,5.92,1.44,6.46,0.86,2.80,0.90,8,3,CV.CVC.CVC,N,1.783,0.445,3.251,0,2.850
1854,giro,cute,4.81,1.90,3.48,1.94,5.58,1.13,4,2,CV.CV,"ADJ,N,V",2.516,0.546,3.401,12,1.250
1855,giz,chalk,5.55,2.02,6.73,0.59,3.71,1.60,3,1,CVC,N,0.757,0.245,2.879,5,1.700
1856,glaciar,glacier,5.19,1.87,6.05,1.12,2.67,0.85,7,3,CCV.CV.VC,N,0.860,0.270,2.934,1,2.300
1857,global,global,3.84,2.09,3.72,2.06,4.68,1.61,6,2,CCV.CVC,ADJ,83.198,1.925,4.920,0,2.300
1858,glória,glory,4.10,2.16,3.46,2.01,3.73,1.38,6,2,CCV.CVV,N,19.234,1.306,4.284,1,1.950
1859,goiaba,guava,5.28,2.07,6.71,0.56,2.30,0.94,6,3,CVV.V.CV,N,0.054,0.023,1.730,0,1.950
1860,golfe,golf,5.27,2.20,5.36,1.91,2.86,1.23,5,2,CVC.CV,"N,V",20.890,1.340,4.320,3,1.650
1861,golfinho,dolphin,6.38,1.11,6.51,0.92,2.91,0.93,8,3,CVC.CV.CCV,N,1.314,0.364,3.119,1,1.850
1862,golo,goal,5.95,1.42,5.79,1.47,4.54,1.40,4,2,CV.CV,N,103.731,2.020,5.016,18,1.000
1863,golpe,coup,4.63,1.94,4.32,1.62,3.63,1.39,5,2,CVC.CV,N,48.389,1.694,4.685,1,1.850
1864,goraz,red sea bream,3.00,1.71,3.41,2.15,1.42,0.65,5,2,CV.CVC,N,0.230,0.090,2.361,3,1.800
1865,gordo,fat,5.88,1.46,5.27,2.05,5.86,1.29,5,2,CVC.CV,"ADJ,N",4.465,0.738,3.650,6,1.500
1866,gordura,blubber,4.56,1.80,5.29,1.41,5.43,1.42,7,3,CVC.CV.CV,N,4.558,0.745,3.659,1,2.200
1867,gorila,gorilla,5.48,2.15,6.71,0.63,2.93,1.26,6,3,CV.CV.CV,N,0.581,0.199,2.765,0,1.850
1868,gótico,gothic,5.02,2.05,4.43,2.01,2.43,0.90,6,3,CV.CV.CV,"ADJ,N",1.256,0.353,3.099,2,1.850
1869,governação,governance,3.59,2.07,3.55,1.65,4.36,1.94,10,4,CV.CVC.CV.CVV,N,12.169,1.120,4.085,1,2.800
1870,governador,governor,4.55,2.21,5.39,1.45,3.57,1.46,10,4,CV.CVC.CV.CVC,"ADJ,N",59.191,1.780,4.772,1,2.400
1871,governante,governing,4.52,1.82,5.02,1.91,4.18,1.94,10,4,CV.CVC.CVC.CV,"ADJ,N",19.400,1.310,4.288,1,2.550
1872,governo,government,4.53,1.89,4.28,1.77,5.91,1.18,7,3,CV.CVC.CV,"N,V",847.955,2.929,5.928,2,1.950
1873,gozo,enjoyment,3.71,1.82,2.56,1.23,5.14,1.23,4,2,CV.CV,"N,V",8.911,0.996,3.950,10,1.300
1874,graça,grace,3.52,1.83,3.05,1.77,5.25,1.37,5,2,CCV.CV,N,28.149,1.465,4.450,10,1.400
1875,gráfico,graphic,6.09,1.20,5.07,1.57,4.90,1.45,7,3,CCV.CV.CV,"ADJ,N",9.829,1.035,3.993,2,1.900
1876,gralha,jackdaw,3.85,1.95,4.05,1.97,2.79,1.31,6,2,CCV.CCV,"N,V",1.138,0.330,3.056,3,1.650
1877,granada,grenade,5.61,2.06,6.25,1.13,2.75,1.00,7,3,CCV.CV.CV,N,5.970,0.843,3.776,4,1.700
1878,grande,big,4.60,2.02,4.68,1.90,6.35,0.97,6,2,CCVC.CV,"ADJ,N",809.585,2.909,5.908,2,1.750
1879,grandeza,greatness,4.09,1.89,3.45,2.27,4.14,1.38,8,3,CCVC.CV.CV,N,13.298,1.155,4.124,0,2.650
1880,grandioso,imposing,3.76,2.05,3.50,1.67,3.79,1.47,9,4,CCVC.CV.V.CV,ADJ,2.516,0.546,3.401,1,2.500
1881,granito,granite,5.75,1.74,6.21,1.11,2.88,0.95,7,3,CCV.CV.CV,N,5.853,0.836,3.767,3,1.750
1882,grão,chick-pea,5.75,1.45,6.05,1.11,3.48,1.13,4,1,CCVV,N,5.789,0.832,3.763,1,1.850
1883,gratidão,gratitude,3.65,1.95,2.86,1.70,3.75,1.41,8,3,CCV.CV.CVV,N,3.855,0.686,3.586,0,2.850
1884,grato,thankful,3.07,1.81,3.00,1.87,4.13,1.65,5,2,CCV.CV,ADJ,2.340,0.524,3.369,9,1.400
1885,gratuito,gratuitous,3.84,2.02,3.48,1.96,5.13,1.28,8,3,CCV.CVV.CV,ADJ,7.773,0.943,3.891,1,2.350
1886,grau,grade,3.26,2.02,3.38,2.09,4.79,1.44,4,1,CCVV,N,41.858,1.632,4.622,1,1.850
1887,gravata,tie,5.56,2.01,6.74,0.56,4.05,1.57,7,3,CCV.CV.CV,N,6.825,0.894,3.834,6,1.650
1888,grave,serious,3.61,1.89,3.46,1.77,5.32,1.37,5,2,CCV.CV,"ADJ,N,V",87.966,1.949,4.944,8,1.400
1889,gravidade,gravity,3.73,1.84,3.37,2.12,4.03,1.43,9,4,CCV.CV.CV.CV,N,28.408,1.469,4.453,2,2.250
1890,gravidez,pregnancy,5.83,1.54,5.71,1.41,3.43,1.27,8,3,CCV.CV.CVC,N,16.962,1.254,4.230,0,2.600
1891,gravilha,gravel,4.14,2.06,5.16,1.72,2.27,0.85,8,3,CCV.CV.CCV,N,0.415,0.151,2.618,0,2.150
1892,gravura,engraving,4.65,1.90,5.43,1.52,3.11,1.36,7,3,CCV.CV.CV,N,3.708,0.673,3.569,2,1.850
1893,graxa,grease,4.42,2.05,4.86,1.86,4.37,1.47,5,2,CCV.CV,N,0.396,0.145,2.597,8,1.550
1894,grelha,grid,4.67,1.96,5.27,1.71,4.09,1.35,6,2,CCV.CCV,"N,V",16.605,1.246,4.220,5,1.450
1895,grelhador,barbecue,6.07,1.41,6.55,0.71,4.02,0.98,9,3,CCV.CCV.CVC,N,0.191,0.076,2.280,1,2.250
1896,greve,strike,4.59,1.77,4.25,1.82,4.36,1.42,5,2,CCV.CV,N,95.225,1.983,4.979,4,1.750
1897,grilo,cricket,5.86,1.42,6.30,1.16,3.22,1.14,5,2,CCV.CV,N,1.769,0.442,3.248,8,1.550
1898,grito,scream,5.23,1.74,4.35,2.10,4.71,1.33,5,2,CCV.CV,"N,V",12.477,1.130,4.096,7,1.450
1899,groselha,red currant,5.38,1.85,6.16,1.28,3.32,1.55,8,3,CCV.CV.CCV,N,0.147,0.059,2.166,0,2.800
1900,grosseiro,coarse,3.62,1.74,3.24,1.58,3.58,1.15,9,3,CCVC.CVV.CV,"ADJ,N",2.086,0.489,3.319,1,2.650
1901,grosso,thick,4.81,1.83,4.67,1.64,4.63,1.33,6,2,CCVC.CV,"ADJ,ADV,N",11.725,1.105,4.069,2,1.800
1902,grupo,group,5.75,1.14,4.81,1.68,6.09,1.01,5,2,CCV.CV,N,540.451,2.734,5.733,1,1.850
1903,guarda,guard,5.23,1.73,5.14,1.69,5.02,1.62,6,2,CVVC.CV,"N,V",64.350,1.815,4.809,2,1.600
1904,guerra,war,5.62,1.51,5.28,1.53,4.61,1.34,6,2,CVVC.CV,N,303.883,2.484,5.483,2,1.850
1905,guerrilha,guerrilla,4.33,1.93,3.81,1.66,2.53,1.23,9,3,CVVC.CV.CCV,N,22.087,1.363,4.344,1,2.700
1906,gueto,ghetto,4.37,2.13,4.55,1.90,1.91,0.95,5,2,CVV.CV,N,1.617,0.418,3.209,1,1.900
1907,guia,guide,4.27,1.73,5.02,1.69,3.71,1.57,4,2,CVV.V,"ADJ,N,V",19.986,1.322,4.301,8,1.200
1908,guião,script,4.77,1.66,5.39,1.23,3.78,1.33,5,2,CVV.VV,N,5.345,0.802,3.728,2,1.850
1909,guilhotina,guillotine,5.23,2.05,5.80,1.54,2.02,0.73,10,4,CVV.CCV.CV.CV,"N,V",0.923,0.284,2.965,0,3.200
1910,guincho,shriek,3.76,1.99,4.36,1.86,2.73,1.19,7,2,CVVC.CCV,N,2.775,0.577,3.443,1,2.050
1911,guitarra,guitar,5.92,1.51,6.76,0.51,4.71,1.59,8,3,CVV.CVC.CV,N,23.279,1.385,4.367,0,2.500
1912,guloso,greedy,4.76,1.68,4.16,1.82,4.98,1.54,6,3,CV.CV.CV,"ADJ,N",0.552,0.191,2.742,1,1.900
1913,habilidade,skill,3.25,1.61,3.14,1.60,4.54,1.22,10,5,CV.CV.CV.CV.CV,N,6.879,0.896,3.838,1,2.200
1914,habilidoso,skilful,3.89,1.84,3.63,1.77,4.21,1.44,10,5,CV.CV.CV.CV.CV,"ADJ,N",0.694,0.229,2.841,1,3.150
1915,habitação,housing,5.84,1.23,5.95,1.22,4.80,1.34,9,4,CV.CV.CV.CVV,N,63.549,1.810,4.803,1,2.300
1916,habitante,inhabitant,4.60,1.86,4.90,1.82,4.33,1.47,9,4,CV.CV.CVC.CV,N,7.567,0.933,3.879,0,2.550
1917,hábito,habit,3.20,1.83,3.76,1.60,5.39,1.19,6,3,CV.CV.CV,N,20.948,1.341,4.321,2,1.850
1918,habitual,usual,3.11,1.74,2.88,1.25,5.44,1.27,8,4,CV.CV.CV.VC,ADJ,57.002,1.763,4.756,4,1.750
1919,hambúrguer,hamburger,6.19,1.41,6.62,0.62,4.74,1.36,10,3,CVC.CVC.CVVC,N,0.020,0.008,1.290,0,3.850
1920,harpa,harp,5.40,1.99,6.04,1.55,2.13,1.03,5,2,CVC.CV,N,2.198,0.505,3.342,3,1.700
1921,haxixe,hashish,4.72,2.04,5.51,1.86,2.79,1.06,6,3,CV.CV.CV,N,11.163,1.085,4.048,0,2.750
1922,helicóptero,helicopter,6.03,1.59,6.78,0.60,3.74,1.45,11,5,CV.CV.CVC.CV.CV,N,14.622,1.194,4.165,0,4.550
1923,herança,heritage,3.76,2.05,4.19,1.75,3.32,1.20,7,3,CV.CVC.CV,N,21.373,1.350,4.330,0,2.500
1924,herdeiro,heir,3.54,1.97,3.98,1.68,3.04,1.16,8,3,CVC.CVV.CV,N,10.264,1.052,4.011,2,1.850
1925,hereditário,hereditary,3.26,2.01,4.26,1.81,3.97,1.47,11,5,CV.CV.CV.CV.CVV,ADJ,0.708,0.233,2.850,1,3.400
1926,hérnia,hernia,3.49,2.09,4.93,1.76,2.78,0.99,6,2,CVC.CVV,N,0.620,0.210,2.793,0,2.500
1927,herói,hero,5.13,1.84,3.78,1.77,3.93,1.44,5,2,CV.CVV,N,24.241,1.402,4.385,0,1.950
1928,heróico,heroic,3.79,1.98,3.29,1.71,3.17,1.03,7,3,CV.CVV.CV,ADJ,2.599,0.556,3.415,1,2.350
1929,heroína,heroin,4.89,1.95,4.76,1.86,3.02,0.99,7,4,CV.CV.V.CV,N,26.752,1.443,4.427,0,2.850
1930,hesitante,hesitant,3.40,1.74,2.59,1.18,3.59,1.19,9,4,CV.CV.CVC.CV,ADJ,2.335,0.523,3.368,1,2.350
1931,hidroavião,seaplane,4.40,2.21,5.81,1.48,1.62,0.69,10,5,CV.CCV.V.CV.VV,N,0.279,0.107,2.445,0,4.150
1932,hiena,hyena,5.56,2.08,6.55,0.82,2.46,0.85,5,3,CV.V.CV,N,0.977,0.296,2.990,0,1.900
1933,hierarquia,hierarchy,4.15,2.03,3.74,1.95,4.29,1.57,10,5,CV.V.CVC.CVV.V,N,17.529,1.268,4.244,0,2.650
1934,higiene,hygiene,4.73,1.61,4.41,1.83,6.04,1.29,7,4,CV.CV.V.CV,N,13.767,1.169,4.139,0,2.900
1935,higiénico,hygienic,4.11,1.96,3.93,2.02,5.51,1.18,9,5,CV.CV.V.CV.CV,ADJ,1.666,0.426,3.222,1,3.300
1936,hino,anthem,4.35,2.11,4.66,1.94,3.22,1.24,4,2,CV.CV,N,10.274,1.052,4.012,8,1.500
1937,hipocrisia,hypocrisy,2.90,1.67,2.46,1.54,3.65,1.14,10,5,CV.CV.CCV.CV.V,N,10.782,1.071,4.033,0,3.550
1938,hipopótamo,hippopotamus,6.33,1.29,6.79,0.53,2.91,1.15,10,5,CV.CV.CV.CV.CV,N,0.445,0.160,2.648,0,4.150
1939,hipótese,hypothesis,3.02,1.86,3.31,1.93,5.35,1.04,8,4,CV.CV.CV.CV,N,122.539,2.092,5.088,0,2.900
1940,história,history,3.93,1.84,3.64,1.83,4.91,1.39,8,3,CVC.CV.CVV,N,323.943,2.512,5.511,2,1.850
1941,histórico,historical,3.79,1.98,3.64,2.05,4.47,1.67,9,4,CVC.CV.CV.CV,"ADJ,N",64.457,1.816,4.809,2,2.200
1942,homem,man,6.30,1.08,6.53,0.96,6.40,0.87,5,2,CV.CVC,N,319.355,2.506,5.504,5,1.750
1943,homenagem,homage,4.19,1.94,3.97,1.86,3.45,1.19,9,4,CV.CV.CV.CVC,N,46.059,1.673,4.663,0,2.400
1944,homicida,murderer,4.55,1.84,5.05,1.79,3.70,1.46,8,4,CV.CV.CV.CV,"ADJ,N",0.767,0.247,2.885,0,2.750
1945,homicídio,homicide,4.94,1.93,4.50,1.76,4.12,1.66,9,4,CV.CV.CV.CVV,N,22.067,1.363,4.344,0,3.100
1946,honesto,honest,3.33,1.82,3.17,1.83,5.14,1.39,7,3,CV.CVC.CV,ADJ,5.139,0.788,3.711,1,2.400
1947,honra,honour,3.63,2.06,2.90,1.68,3.98,1.40,5,2,CVC.CV,"N,V",43.621,1.650,4.640,2,1.650
1948,hóquei,hockey,5.93,1.28,5.95,1.28,2.81,1.02,6,2,CV.CVVV,N,14.265,1.184,4.154,1,2.250
1949,hora,hour,4.45,1.96,4.66,2.00,6.85,0.45,4,2,CV.CV,N,215.996,2.337,5.334,8,1.150
1950,horário,schedule,4.44,1.97,4.93,1.64,6.16,0.94,7,3,CV.CV.CVV,"ADJ,N",35.131,1.558,4.546,1,2.100
1951,horizontal,across,4.44,1.88,4.71,1.91,4.30,1.46,10,4,CV.CV.CVC.CVC,"ADJ,N",4.939,0.774,3.694,0,3.600
1952,horizonte,horizon,5.27,1.47,3.78,2.10,3.51,1.44,9,4,CV.CV.CVC.CV,N,25.360,1.421,4.404,0,3.500
1953,horror,horror,4.31,1.67,3.22,1.71,4.54,1.50,6,2,CVC.CVC,N,12.976,1.145,4.113,0,2.000
1954,horta,vegetable garden,6.05,1.32,6.13,0.99,3.50,1.26,5,2,CVC.CV,N,8.193,0.963,3.913,10,1.300
1955,hortaliça,vegetables,5.24,2.05,6.36,1.02,4.65,1.48,9,4,CVC.CV.CV.CV,N,0.625,0.211,2.796,0,2.800
1956,hortelã,mint,5.20,1.98,6.73,0.53,2.98,1.18,7,3,CVC.CV.CV,N,0.909,0.281,2.958,0,2.500
1957,hospedeiro,host,5.16,1.75,5.03,1.81,2.89,1.27,10,4,CVC.CV.CVV.CV,"ADJ,N",1.168,0.336,3.067,1,2.700
1958,hospital,hospital,6.48,0.97,6.48,0.87,4.83,1.69,8,3,CVC.CV.CVC,N,104.459,2.023,5.019,0,2.900
1959,hostil,hostile,3.70,1.86,3.08,1.59,3.61,1.37,6,2,CVC.CVC,"ADJ,N",6.605,0.881,3.820,1,2.450
1960,hostilidade,hostility,3.03,1.77,3.15,1.73,3.54,1.56,11,5,CVC.CV.CV.CV.CV,N,6.107,0.852,3.786,0,2.750
1961,hotel,hotel,6.24,0.86,6.45,0.94,4.05,1.42,5,2,CV.CVC,N,49.601,1.704,4.696,1,1.950
1962,humanidade,mankind,4.10,2.06,3.73,1.99,4.29,1.44,10,5,CV.CV.CV.CV.CV,N,27.075,1.448,4.433,0,2.650
1963,humanitário,humanitarian,3.81,1.92,3.36,1.64,3.39,1.25,11,5,CV.CV.CV.CV.CVV,ADJ,5.745,0.829,3.759,1,3.300
1964,humano,humane,5.81,1.48,5.89,1.38,5.22,1.55,6,3,CV.CV.CV,"ADJ,N",48.927,1.698,4.690,1,1.900
1965,humidade,moisture,4.73,1.84,4.46,1.70,4.46,1.48,8,4,CV.CV.CV.CV,N,8.921,0.997,3.950,1,2.250
1966,húmido,humid,4.32,1.88,4.17,1.74,4.82,1.32,6,3,CV.CV.CV,ADJ,3.088,0.612,3.490,3,1.800
1967,humilde,humble,3.11,1.81,3.39,1.71,4.44,1.36,7,3,CV.CVC.CV,"ADJ,N,V",6.820,0.893,3.834,2,2.250
1968,humor,humour,4.07,2.06,3.33,1.74,5.43,1.31,5,2,CV.CVC,N,31.789,1.516,4.502,2,1.850
1969,humorístico,humorous,4.19,1.81,3.47,1.61,3.41,1.49,11,5,CV.CV.CVC.CV.CV,ADJ,1.124,0.327,3.051,1,2.900
1970,iate,yatch,6.05,1.40,6.45,1.04,2.65,0.91,4,3,V.V.CV,N,8.095,0.959,3.908,7,1.550
1971,idade,age,4.05,2.10,4.08,2.08,5.76,1.30,5,3,V.CV.CV,N,111.498,2.051,5.047,0,1.850
1972,ideal,ideal,3.46,1.82,2.63,1.52,5.09,1.40,5,3,V.CV.VC,"ADJ,N",39.093,1.603,4.592,1,1.950
1973,ideia,idea,3.53,2.09,2.90,1.83,6.05,0.89,5,3,V.CVV.V,"N,V",248.083,2.396,5.395,1,1.850
1974,identidade,identity,3.92,1.88,3.29,2.02,4.53,1.44,10,5,V.CVC.CV.CV.CV,N,53.079,1.733,4.725,0,2.650
1975,ideologia,ideology,3.17,1.97,2.25,1.41,3.35,1.51,9,6,V.CV.V.CV.CV.V,N,14.353,1.186,4.157,0,2.500
1976,idiota,idiot,4.37,1.93,3.81,2.07,5.05,1.59,6,4,V.CV.V.CV,"ADJ,N",1.813,0.449,3.258,1,1.850
1977,ídolo,idol,4.42,1.76,4.61,2.02,3.92,1.42,5,3,V.CV.CV,N,4.309,0.725,3.634,0,1.900
1978,idoso,elderly,5.54,1.91,6.07,1.15,5.04,1.30,5,3,V.CV.CV,"ADJ,N",4.607,0.749,3.663,2,1.800
1979,ignorância,ignorance,3.35,2.00,3.05,1.85,4.58,1.34,10,4,VC.CV.CVC.CVV,N,13.278,1.155,4.123,0,3.300
1980,igreja,church,5.92,1.58,6.47,0.77,4.29,1.50,6,3,V.CCV.CV,N,110.961,2.049,5.045,0,2.250
1981,igual,equal,3.13,1.79,3.88,2.12,6.19,1.07,5,2,V.CVVC,"ADJ,N",73.143,1.870,4.864,0,1.850
1982,igualdade,equality,3.87,1.93,3.39,1.85,4.75,1.46,9,4,V.CVVC.CV.CV,N,37.060,1.581,4.569,0,2.800
1983,iguana,iguana,5.21,2.05,6.09,1.55,2.27,0.84,6,3,V.CVV.CV,N,0.117,0.048,2.069,1,1.900
1984,iguaria,delicacy,4.52,1.92,4.91,1.23,2.95,1.12,7,4,V.CVV.CV.V,N,0.474,0.169,2.676,0,2.000
1985,ilegal,illegal,4.03,1.92,3.47,1.84,4.88,1.25,6,3,V.CV.CVC,ADJ,32.854,1.530,4.517,0,2.150
1986,ilha,isle,5.92,1.50,6.02,1.47,3.89,1.12,4,2,V.CCV,"N,V",71.756,1.862,4.856,2,1.400
1987,ilícito,illicit,3.14,1.92,2.91,1.69,3.50,1.68,7,4,V.CV.CV.CV,"ADJ,N",4.280,0.723,3.631,1,2.150
